,Sub,Run,TR,Onset,Item,Resp,RT,image_on,button_on,button_off,Trial_ID,stim,switchButtonOrientation
0,sub005,3,3,0,,,,,,,,blank,0.0
1,sub005,3,4,2,,,,,,,,blank,0.0
2,sub005,3,5,4,,,,,,,,blank,0.0
3,sub005,3,6,6,A,2,0.5333418899681419,12.014643867034465,13.031526122940704,13.931352981948294,0,stim,1.0
4,sub005,3,7,8,,,,,,,,blank,1.0
5,sub005,3,8,10,B,2,0.5693537270417437,16.014695239951834,17.033896608976647,17.932629293994978,1,stim,0.0
6,sub005,3,9,12,,,,,,,,blank,0.0
7,sub005,3,10,14,A,1,0.5166145650437102,20.00045410299208,21.01930274104234,21.917043208959512,2,stim,0.0
8,sub005,3,11,16,,,,,,,,blank,0.0
9,sub005,3,12,18,C,2,0.516574940062128,24.000494485953823,25.019523889990523,25.917157180025242,3,stim,1.0
10,sub005,3,13,20,,,,,,,,blank,1.0
11,sub005,3,14,22,D,2,0.5332755109993741,28.00061700795777,29.020302711986005,29.917208582977764,4,stim,0.0
12,sub005,3,15,24,,,,,,,,blank,0.0
13,sub005,3,16,26,,,,,,,,blank,0.0
14,sub005,3,17,28,C,1,0.5666886349208653,34.00064431503415,35.02022066898644,35.91727678303141,5,stim,0.0
15,sub005,3,18,30,,,,,,,,blank,0.0
16,sub005,3,19,32,B,1,0.5332446210086346,38.0005843519466,39.01959984598216,39.91719396901317,6,stim,1.0
17,sub005,3,20,34,,,,,,,,blank,1.0
18,sub005,3,21,36,D,1,0.6333863809704781,42.00055421702564,43.0196824449813,43.917261071968824,7,stim,1.0
19,sub005,3,22,38,,,,,,,,blank,1.0
20,sub005,3,23,40,A,2,0.5500624149572104,46.00057029200252,47.01952600805089,47.91725922294427,8,stim,1.0
21,sub005,3,24,42,,,,,,,,blank,1.0
22,sub005,3,25,44,,,,,,,,blank,1.0
23,sub005,3,26,46,,,,,,,,blank,1.0
24,sub005,3,27,48,D,2,0.6833293349482119,54.000686304992996,55.01955961494241,55.91729738202412,9,stim,0.0
25,sub005,3,28,50,,,,,,,,blank,0.0
26,sub005,3,29,52,,,,,,,,blank,0.0
27,sub005,3,30,54,C,1,0.566595358075574,60.00070114294067,61.019779986003414,61.91733100404963,10,stim,0.0
28,sub005,3,31,56,,,,,,,,blank,0.0
29,sub005,3,32,58,,,,,,,,blank,0.0
30,sub005,3,33,60,B,2,0.5332940270891413,66.00074043695349,67.0196620139759,67.91735900798813,11,stim,0.0
31,sub005,3,34,62,,,,,,,,blank,0.0
32,sub005,3,35,64,D,1,0.5166072830324993,70.00078237999696,71.01963080500718,71.91741305799223,12,stim,1.0
33,sub005,3,36,66,,,,,,,,blank,1.0
34,sub005,3,37,68,A,2,0.5667720680357888,74.00081651494838,75.02051384199876,75.91757510101888,13,stim,0.0
35,sub005,3,38,70,,,,,,,,blank,0.0
36,sub005,3,39,72,,,,,,,,blank,0.0
37,sub005,3,40,74,B,1,0.516667268006131,80.00088441395201,81.02067781903315,81.91762635100167,14,stim,1.0
38,sub005,3,41,76,,,,,,,,blank,1.0
39,sub005,3,42,78,,,,,,,,blank,1.0
40,sub005,3,43,80,A,2,0.6999983909772709,86.0009408229962,87.02062189998105,87.91769329505041,15,stim,1.0
41,sub005,3,44,82,,,,,,,,blank,1.0
42,sub005,3,45,84,,,,,,,,blank,1.0
43,sub005,3,46,86,B,2,0.616667366004549,92.00102507101838,93.02059275901411,93.9177211059723,16,stim,0.0
44,sub005,3,47,88,,,,,,,,blank,0.0
45,sub005,3,48,90,,,,,,,,blank,0.0
46,sub005,3,49,92,C,1,0.5499292860040441,98.0010762020247,99.0206600499805,99.91768488998059,17,stim,0.0
47,sub005,3,50,94,,,,,,,,blank,0.0
48,sub005,3,51,96,,,,,,,,blank,0.0
49,sub005,3,52,98,,,,,,,,blank,0.0
50,sub005,3,53,100,B,2,0.6000210519414395,106.00104699202348,107.0207479619421,107.91782624903135,18,stim,0.0
51,sub005,3,54,102,,,,,,,,blank,0.0
52,sub005,3,55,104,,,,,,,,blank,0.0
53,sub005,3,56,106,A,1,0.6861959960078821,112.00118249095976,113.02075555198826,113.91783546400256,19,stim,0.0
54,sub005,3,57,108,,,,,,,,blank,0.0
