,Sub,Run,TR,Onset,Item,Resp,RT,image_on,button_on,button_off,Trial_ID,stim,switchButtonOrientation
0,sub005,6,3,0,,,,,,,,blank,0.0
1,sub005,6,4,2,,,,,,,,blank,0.0
2,sub005,6,5,4,,,,,,,,blank,0.0
3,sub005,6,6,6,A,1,0.40001215401571244,12.004469460924156,13.021208769991063,13.921143281972036,0,stim,0.0
4,sub005,6,7,8,,,,,,,,blank,0.0
5,sub005,6,8,10,,,,,,,,blank,0.0
6,sub005,6,9,12,,,,,,,,blank,0.0
7,sub005,6,10,14,C,1,0.4499747740337625,20.006911431904882,21.025806832010858,21.923565337900072,1,stim,0.0
8,sub005,6,11,16,,,,,,,,blank,0.0
9,sub005,6,12,18,,,,,,,,blank,0.0
10,sub005,6,13,20,,,,,,,,blank,0.0
11,sub005,6,14,22,D,1,0.44994213397148997,28.00711315195076,29.026844228967093,29.92372644599527,2,stim,1.0
12,sub005,6,15,24,,,,,,,,blank,1.0
13,sub005,6,16,26,B,2,0.5499807120067999,32.007020841003396,33.026076572947204,33.92361469299067,3,stim,0.0
14,sub005,6,17,28,,,,,,,,blank,0.0
15,sub005,6,18,30,A,2,0.5333477329695597,36.007040977012366,37.025968047906645,37.92371172597632,4,stim,1.0
16,sub005,6,19,32,,,,,,,,blank,1.0
17,sub005,6,20,34,,,,,,,,blank,1.0
18,sub005,6,21,36,D,2,0.5000257330248132,42.00707189692184,43.02594119601417,43.92371129593812,5,stim,0.0
19,sub005,6,22,38,,,,,,,,blank,0.0
20,sub005,6,23,40,,,,,,,,blank,0.0
21,sub005,6,24,42,B,2,0.49998458207119256,48.007147157914005,49.02595920895692,49.923738257959485,6,stim,0.0
22,sub005,6,25,44,,,,,,,,blank,0.0
23,sub005,6,26,46,C,2,0.516588422935456,52.00716708600521,53.0260331009049,53.923814342939295,7,stim,1.0
24,sub005,6,27,48,,,,,,,,blank,1.0
25,sub005,6,28,50,,,,,,,,blank,1.0
26,sub005,6,29,52,D,2,0.9525831140344962,58.007199261919595,59.02624953794293,59.92380299791694,8,stim,0.0
27,sub005,6,30,54,,,,,,,,blank,0.0
28,sub005,6,31,56,,,,,,,,blank,0.0
