,Sub,Run,TR,Onset,Item,Resp,RT,image_on,button_on,button_off,Trial_ID,stim,switchButtonOrientation
0,sub005,6,3,0,,,,,,,,blank,1.0
1,sub005,6,4,2,,,,,,,,blank,1.0
2,sub005,6,5,4,,,,,,,,blank,1.0
3,sub005,6,6,6,A,1,0.4166885199956596,12.008248353027739,13.024987896031234,13.924939449992962,0,stim,0.0
4,sub005,6,7,8,,,,,,,,blank,0.0
5,sub005,6,8,10,C,2,0.716706944978796,16.00958765501855,17.027520659030415,17.926247032009996,1,stim,1.0
6,sub005,6,9,12,,,,,,,,blank,1.0
7,sub005,6,10,14,,,,,,,,blank,1.0
8,sub005,6,11,16,D,2,0.566719745984301,22.010676374018658,23.02962867502356,23.92743939202046,2,stim,0.0
9,sub005,6,12,18,,,,,,,,blank,0.0
10,sub005,6,13,20,,,,,,,,blank,0.0
11,sub005,6,14,22,C,2,0.6666102160234004,28.010910996992607,29.03055491001578,29.92755326401675,3,stim,1.0
12,sub005,6,15,24,,,,,,,,blank,1.0
13,sub005,6,16,26,,,,,,,,blank,1.0
14,sub005,6,17,28,A,2,0.48328244301956147,34.01094516599551,35.03038686403306,35.927662378002424,4,stim,1.0
15,sub005,6,18,30,,,,,,,,blank,1.0
16,sub005,6,19,32,B,1,0.4166791299940087,38.01092999899993,39.03054324904224,39.927690671989694,5,stim,1.0
17,sub005,6,20,34,,,,,,,,blank,1.0
18,sub005,6,21,36,,,,,,,,blank,1.0
19,sub005,6,22,38,A,2,0.8666815219912678,44.010923854017165,45.029981181025505,45.92756724200444,6,stim,1.0
20,sub005,6,23,40,,,,,,,,blank,1.0
21,sub005,6,24,42,D,1,0.8333517750143073,48.010973475989886,49.02979886700632,49.927570150000975,7,stim,1.0
22,sub005,6,25,44,,,,,,,,blank,1.0
23,sub005,6,26,46,B,2,0.5666830510017462,52.01101025799289,53.029808611026965,53.927681206027046,8,stim,0.0
24,sub005,6,27,48,,,,,,,,blank,0.0
25,sub005,6,28,50,,,,,,,,blank,0.0
26,sub005,6,29,52,,,,,,,,blank,0.0
27,sub005,6,30,54,D,1,0.5499550699605606,60.01106069004163,61.030133938998915,61.92769604298519,9,stim,1.0
28,sub005,6,31,56,,,,,,,,blank,1.0
29,sub005,6,32,58,,,,,,,,blank,1.0
30,sub005,6,33,60,B,2,0.5667298259795643,66.01104346703505,67.03001958300592,67.92782241699751,10,stim,0.0
31,sub005,6,34,62,,,,,,,,blank,0.0
32,sub005,6,35,64,C,2,0.8334116299520247,70.01109326403821,71.0300103490008,71.92783285700716,11,stim,1.0
33,sub005,6,36,66,,,,,,,,blank,1.0
34,sub005,6,37,68,A,1,0.7167916489997879,74.01111513498472,75.03098978602793,75.92788779101102,12,stim,0.0
35,sub005,6,38,70,,,,,,,,blank,0.0
36,sub005,6,39,72,,,,,,,,blank,0.0
37,sub005,6,40,74,,,,,,,,blank,0.0
38,sub005,6,41,76,D,2,0.6333834089455195,82.01123950904002,83.03014119103318,83.9279444530257,13,stim,0.0
39,sub005,6,42,78,,,,,,,,blank,0.0
40,sub005,6,43,80,,,,,,,,blank,0.0
41,sub005,6,44,82,,,,,,,,blank,0.0
42,sub005,6,45,84,C,2,0.7689250269904733,90.01131529401755,91.03018264402635,91.92804284603335,14,stim,1.0
43,sub005,6,46,86,,,,,,,,blank,1.0
44,sub005,6,47,88,B,1,0.49995953700272366,94.01133685203968,95.03043358499417,95.92804916400928,15,stim,1.0
45,sub005,6,48,90,,,,,,,,blank,1.0
46,sub005,6,49,92,,,,,,,,blank,1.0
47,sub005,6,50,94,,,,,,,,blank,1.0
48,sub005,6,51,96,A,1,0.7500573099823669,102.011403024022,103.03032188303769,103.92814605199965,16,stim,0.0
49,sub005,6,52,98,,,,,,,,blank,0.0
50,sub005,6,53,100,,,,,,,,blank,0.0
51,sub005,6,54,102,B,2,0.5334122890490107,108.01139799598604,109.0305319140316,109.92816929501714,17,stim,0.0
52,sub005,6,55,104,,,,,,,,blank,0.0
53,sub005,6,56,106,A,1,0.5833545800414868,112.01143442699686,113.03037682798458,113.92819542699726,18,stim,0.0
54,sub005,6,57,108,,,,,,,,blank,0.0
55,sub005,6,58,110,C,,,116.0114810320083,117.03066931798821,117.928218215995,19,stim,0.0
