,Sub,Run,TR,Onset,Item,Resp,RT,image_on,button_on,button_off,Trial_ID,stim,switchButtonOrientation
0,sub004,5,3,0,,,,,,,,blank,1.0
1,sub004,5,4,2,,,,,,,,blank,1.0
2,sub004,5,5,4,,,,,,,,blank,1.0
3,sub004,5,6,6,A,1,0.38335235393606126,12.013159619062208,13.030047422042117,13.929839666001499,0,stim,0.0
4,sub004,5,7,8,,,,,,,,blank,0.0
5,sub004,5,8,10,,,,,,,,blank,0.0
6,sub004,5,9,12,B,2,0.4833768679527566,18.01445474603679,19.032452541054226,19.931120938039385,1,stim,0.0
7,sub004,5,10,14,,,,,,,,blank,0.0
8,sub004,5,11,16,C,1,0.5332660409621894,22.015633775037713,23.034576634992845,23.932230619015172,2,stim,0.0
9,sub004,5,12,18,,,,,,,,blank,0.0
10,sub004,5,13,20,D,1,0.5000276160426438,26.015665145008825,27.034494658000767,27.93225903203711,3,stim,1.0
11,sub004,5,14,22,,,,,,,,blank,1.0
12,sub004,5,15,24,,,,,,,,blank,1.0
13,sub004,5,16,26,,,,,,,,blank,1.0
14,sub004,5,17,28,C,1,0.4000221820315346,34.015847489004955,35.03545981703792,35.93243382801302,4,stim,0.0
15,sub004,5,18,30,,,,,,,,blank,0.0
16,sub004,5,19,32,,,,,,,,blank,0.0
17,sub004,5,20,34,A,2,0.6500372800510377,40.01585366704967,41.0356232970953,41.93255487806164,5,stim,1.0
18,sub004,5,21,36,,,,,,,,blank,1.0
19,sub004,5,22,38,,,,,,,,blank,1.0
20,sub004,5,23,40,D,1,0.4667055589379743,46.01584554708097,47.03559595299885,47.93259056203533,6,stim,1.0
21,sub004,5,24,42,,,,,,,,blank,1.0
22,sub004,5,25,44,,,,,,,,blank,1.0
23,sub004,5,26,46,C,2,0.5332844670629129,52.015962654026225,53.035644652089104,53.91950732306577,7,stim,1.0
24,sub004,5,27,48,,,,,,,,blank,1.0
25,sub004,5,28,50,B,2,0.5667118090204895,55.999254878028296,57.01604255300481,57.91892786999233,8,stim,0.0
26,sub004,5,29,52,,,,,,,,blank,0.0
27,sub004,5,30,54,,,,,,,,blank,0.0
28,sub004,5,31,56,D,1,0.633295662002638,61.999355743057095,63.01606316410471,63.919093057047576,9,stim,1.0
29,sub004,5,32,58,,,,,,,,blank,1.0
30,sub004,5,33,60,,,,,,,,blank,1.0
31,sub004,5,34,62,A,1,0.5499398319516331,67.99941588309593,69.01607084507123,69.91601492301561,10,stim,0.0
32,sub004,5,35,64,,,,,,,,blank,0.0
33,sub004,5,36,66,,,,,,,,blank,0.0
34,sub004,5,37,68,B,2,0.5167789730476215,74.01603590603918,75.0349686400732,75.93585359607823,11,stim,0.0
35,sub004,5,38,70,,,,,,,,blank,0.0
36,sub004,5,39,72,,,,,,,,blank,0.0
37,sub004,5,40,74,,,,,,,,blank,0.0
38,sub004,5,41,76,D,2,0.5500712840585038,82.0161506680306,83.03580419009086,83.93506619799882,12,stim,0.0
39,sub004,5,42,78,,,,,,,,blank,0.0
40,sub004,5,43,80,,,,,,,,blank,0.0
41,sub004,5,44,82,C,2,0.6166171330260113,88.01613271899987,89.0349743560655,89.93272185104433,13,stim,1.0
42,sub004,5,45,84,,,,,,,,blank,1.0
43,sub004,5,46,86,,,,,,,,blank,1.0
44,sub004,5,47,88,A,1,0.4000162760494277,94.01609248004388,95.0349949990632,95.93283724808134,14,stim,0.0
45,sub004,5,48,90,,,,,,,,blank,0.0
46,sub004,5,49,92,,,,,,,,blank,0.0
47,sub004,5,50,94,,,,,,,,blank,0.0
48,sub004,5,51,96,D,2,0.5500552230514586,102.01619563205168,103.0350634790957,103.93288305809256,15,stim,0.0
49,sub004,5,52,98,,,,,,,,blank,0.0
50,sub004,5,53,100,,,,,,,,blank,0.0
51,sub004,5,54,102,,,,,,,,blank,0.0
52,sub004,5,55,104,A,1,0.3667798360111192,110.01621442800388,111.03543800802436,111.93294099904597,16,stim,0.0
53,sub004,5,56,106,,,,,,,,blank,0.0
54,sub004,5,57,108,C,2,0.5000054410193115,114.01629863202106,115.03535558108706,115.93294596706983,17,stim,1.0
55,sub004,5,58,110,,,,,,,,blank,1.0
56,sub004,5,59,112,,,,,,,,blank,1.0
57,sub004,5,60,114,B,1,0.45005459000822157,120.01635059004184,121.03610611101612,121.93308357708156,18,stim,1.0
58,sub004,5,61,116,,,,,,,,blank,1.0
59,sub004,5,62,118,,,,,,,,blank,1.0
60,sub004,5,63,120,,,,,,,,blank,1.0
61,sub004,5,64,122,D,1,0.4297503080451861,128.00339576904662,129.01866833504755,129.91654279106297,19,stim,1.0
62,sub004,5,65,124,,,,,,,,blank,1.0
63,sub004,5,66,126,,,,,,,,blank,1.0
64,sub004,5,67,128,A,2,0.49762290599755943,134.00217584404163,135.0166563889943,135.91641169809736,20,stim,1.0
65,sub004,5,68,130,,,,,,,,blank,1.0
66,sub004,5,69,132,,,,,,,,blank,1.0
67,sub004,5,70,134,B,2,0.4644684001104906,140.00204589299392,141.01687239401508,141.9164918200113,21,stim,0.0
68,sub004,5,71,136,,,,,,,,blank,0.0
69,sub004,5,72,138,,,,,,,,blank,0.0
70,sub004,5,73,140,C,1,0.515602903906256,146.00088300008792,147.01917189208325,147.9165346560767,22,stim,0.0
71,sub004,5,74,142,,,,,,,,blank,0.0
72,sub004,5,75,144,,,,,,,,blank,0.0
73,sub004,5,76,146,,,,,,,,blank,0.0
74,sub004,5,77,148,B,1,0.6666204950306565,153.9999224160565,155.0189563781023,155.91656876006164,23,stim,1.0
75,sub004,5,78,150,,,,,,,,blank,1.0
76,sub004,5,79,152,D,1,0.8332780039636418,157.99995357403532,159.01811380509753,159.91659326502122,24,stim,1.0
77,sub004,5,80,154,,,,,,,,blank,1.0
78,sub004,5,81,156,,,,,,,,blank,1.0
79,sub004,5,82,158,,,,,,,,blank,1.0
80,sub004,5,83,160,C,1,0.3999498269986361,166.0001329840161,167.01974768808577,167.91682711301837,25,stim,0.0
81,sub004,5,84,162,,,,,,,,blank,0.0
82,sub004,5,85,164,,,,,,,,blank,0.0
83,sub004,5,86,166,D,2,0.7499364109244198,172.00017864408437,173.0197314840043,173.9167772650253,26,stim,0.0
84,sub004,5,87,168,,,,,,,,blank,0.0
85,sub004,5,88,170,A,2,0.4500606709625572,176.0001532630995,177.01983468502294,177.91690538299736,27,stim,1.0
86,sub004,5,89,172,,,,,,,,blank,1.0
87,sub004,5,90,174,,,,,,,,blank,1.0
88,sub004,5,91,176,B,1,0.41668840800412,182.00025066104718,183.01987156900577,183.91692607908044,28,stim,1.0
89,sub004,5,92,178,,,,,,,,blank,1.0
90,sub004,5,93,180,,,,,,,,blank,1.0
91,sub004,5,94,182,,,,,,,,blank,1.0
92,sub004,5,95,184,C,1,0.6332989350194111,190.00028093799483,191.0198634749977,191.91690509207547,29,stim,0.0
93,sub004,5,96,186,,,,,,,,blank,0.0
94,sub004,5,97,188,B,2,0.44991411198861897,194.00024573807605,195.01908172504045,195.91682591103017,30,stim,0.0
95,sub004,5,98,190,,,,,,,,blank,0.0
96,sub004,5,99,192,A,2,0.4666771169286221,198.0002327670809,199.01913025602698,199.91691407607868,31,stim,1.0
97,sub004,5,100,194,,,,,,,,blank,1.0
98,sub004,5,101,196,B,2,0.5165978580480441,202.00028183602262,203.01936170109548,203.9169408940943,32,stim,0.0
99,sub004,5,102,198,,,,,,,,blank,0.0
100,sub004,5,103,200,A,2,0.4833675770787522,206.00025433301926,207.01923085807357,207.91696589207277,33,stim,1.0
101,sub004,5,104,202,,,,,,,,blank,1.0
102,sub004,5,105,204,D,2,0.5833207180257887,210.0002834990155,211.01942892407533,211.9169940770371,34,stim,0.0
103,sub004,5,106,206,,,,,,,,blank,0.0
104,sub004,5,107,208,,,,,,,,blank,0.0
105,sub004,5,108,210,,,,,,,,blank,0.0
106,sub004,5,109,212,C,1,0.4332822860451415,218.00050437205937,219.02013599907514,219.91711496806238,35,stim,0.0
107,sub004,5,110,214,,,,,,,,blank,0.0
108,sub004,5,111,216,A,2,0.449912712094374,222.0005560819991,223.02014255907852,223.91714208899066,36,stim,1.0
109,sub004,5,112,218,,,,,,,,blank,1.0
110,sub004,5,113,220,D,1,0.7334123199107125,226.00049362808932,227.0201191060478,227.9172569270013,37,stim,1.0
111,sub004,5,114,222,,,,,,,,blank,1.0
112,sub004,5,115,224,,,,,,,,blank,1.0
113,sub004,5,116,226,B,2,0.5499341199174523,232.0005971090868,233.0201439090306,233.9172282080399,38,stim,0.0
114,sub004,5,117,228,,,,,,,,blank,0.0
115,sub004,5,118,230,A,2,0.48334680998232216,236.00055937608704,237.02022466110066,237.9173378139967,39,stim,1.0
116,sub004,5,119,232,,,,,,,,blank,1.0
117,sub004,5,120,234,,,,,,,,blank,1.0
118,sub004,5,121,236,C,1,0.4999993439996615,242.00060777703766,243.02027453505434,243.9173669880256,40,stim,0.0
119,sub004,5,122,238,,,,,,,,blank,0.0
120,sub004,5,123,240,B,1,0.5166703669819981,246.00063969008625,247.02030679909512,247.91735708003398,41,stim,1.0
121,sub004,5,124,242,,,,,,,,blank,1.0
122,sub004,5,125,244,,,,,,,,blank,1.0
123,sub004,5,126,246,,,,,,,,blank,1.0
124,sub004,5,127,248,C,1,0.5832948409952223,254.00073974602856,255.02028359100223,255.91738577501383,42,stim,0.0
125,sub004,5,128,250,,,,,,,,blank,0.0
126,sub004,5,129,252,B,1,0.5500648859888315,258.0007252760697,259.02039299404714,259.9174458050402,43,stim,1.0
127,sub004,5,130,254,,,,,,,,blank,1.0
128,sub004,5,131,256,A,1,0.5833403059514239,262.0007506480906,263.0204305910738,263.9175070930505,44,stim,0.0
129,sub004,5,132,258,,,,,,,,blank,0.0
130,sub004,5,133,260,,,,,,,,blank,0.0
131,sub004,5,134,262,D,2,0.6166815590113401,268.00086880801246,269.02040170610417,269.9174841840286,45,stim,0.0
