,Sub,Run,TR,Onset,Item,Resp,RT,image_on,button_on,button_off,Trial_ID,stim,switchButtonOrientation
0,sub004,4,3,0,,,,,,,,blank,0.0
1,sub004,4,4,2,,,,,,,,blank,0.0
2,sub004,4,5,4,,,,,,,,blank,0.0
3,sub004,4,6,6,A,1,0.45001301693264395,12.005861015059054,13.022745453054085,13.9225406460464,0,stim,0.0
4,sub004,4,7,8,,,,,,,,blank,0.0
5,sub004,4,8,10,,,,,,,,blank,0.0
6,sub004,4,9,12,C,1,0.351086045964621,18.007152209989727,19.027223999029957,19.91075775504578,1,stim,0.0
7,sub004,4,10,14,,,,,,,,blank,0.0
8,sub004,4,11,16,,,,,,,,blank,0.0
9,sub004,4,12,18,,,,,,,,blank,0.0
10,sub004,4,13,20,A,1,0.400006459094584,26.00842697895132,27.02812521904707,27.928716478985734,2,stim,0.0
11,sub004,4,14,22,,,,,,,,blank,0.0
12,sub004,4,15,24,,,,,,,,blank,0.0
13,sub004,4,16,26,D,2,0.4500417129602283,32.008476988994516,33.0283050009748,33.92832372803241,3,stim,0.0
14,sub004,4,17,28,,,,,,,,blank,0.0
15,sub004,4,18,30,,,,,,,,blank,0.0
16,sub004,4,19,32,,,,,,,,blank,0.0
17,sub004,4,20,34,B,1,0.35009557590819895,40.00841903605033,41.02740059804637,41.92656266503036,4,stim,1.0
18,sub004,4,21,36,,,,,,,,blank,1.0
19,sub004,4,22,38,,,,,,,,blank,1.0
20,sub004,4,23,40,,,,,,,,blank,1.0
21,sub004,4,24,42,C,1,0.43330674699973315,48.008526626974344,49.027535796980374,49.925236348062754,5,stim,0.0
22,sub004,4,25,44,,,,,,,,blank,0.0
23,sub004,4,26,46,,,,,,,,blank,0.0
24,sub004,4,27,48,,,,,,,,blank,0.0
25,sub004,4,28,50,D,2,0.43344609800260514,56.00852811895311,57.0275246220408,57.925291902036406,6,stim,0.0
26,sub004,4,29,52,,,,,,,,blank,0.0
27,sub004,4,30,54,,,,,,,,blank,0.0
28,sub004,4,31,56,C,1,0.3999988470459357,62.00865036598407,63.027597766020335,63.925357477972284,7,stim,0.0
29,sub004,4,32,58,,,,,,,,blank,0.0
30,sub004,4,33,60,B,2,0.46668124210555106,66.00867511995602,67.0276319909608,67.92535197199322,8,stim,0.0
31,sub004,4,34,62,,,,,,,,blank,0.0
32,sub004,4,35,64,,,,,,,,blank,0.0
33,sub004,4,36,66,,,,,,,,blank,0.0
34,sub004,4,37,68,A,1,0.41663330292794853,74.00884725304786,75.02863536705263,75.92549137095921,9,stim,0.0
35,sub004,4,38,70,,,,,,,,blank,0.0
36,sub004,4,39,72,B,2,0.4332752920454368,78.00887330598198,79.02846697799396,79.92550919798668,10,stim,0.0
37,sub004,4,40,74,,,,,,,,blank,0.0
38,sub004,4,41,76,,,,,,,,blank,0.0
39,sub004,4,42,78,D,1,0.36660592805128545,84.00880244094878,85.02790687303059,85.9254375200253,11,stim,1.0
40,sub004,4,43,80,,,,,,,,blank,1.0
41,sub004,4,44,82,,,,,,,,blank,1.0
42,sub004,4,45,84,B,2,0.5332679469138384,90.00884128804319,91.02798676397651,91.92549858801067,12,stim,0.0
43,sub004,4,46,86,,,,,,,,blank,0.0
44,sub004,4,47,88,D,2,0.5000120070762932,94.0088889519684,95.02780475199688,95.92550066497643,13,stim,0.0
45,sub004,4,48,90,,,,,,,,blank,0.0
46,sub004,4,49,92,,,,,,,,blank,0.0
47,sub004,4,50,94,A,1,0.43342219397891313,100.00885906605981,101.02664086804725,101.92563013499603,14,stim,0.0
48,sub004,4,51,96,,,,,,,,blank,0.0
49,sub004,4,52,98,B,1,0.3975247589405626,104.0113751400495,105.02807782299351,105.92559140897356,15,stim,1.0
50,sub004,4,53,100,,,,,,,,blank,1.0
51,sub004,4,54,102,D,2,0.43111270701047033,108.01121053704992,109.0258914460428,109.92564259201754,16,stim,0.0
52,sub004,4,55,104,,,,,,,,blank,0.0
53,sub004,4,56,106,C,2,0.6837823200039566,112.01125268195756,113.02592505305074,113.92563075502403,17,stim,1.0
54,sub004,4,57,108,,,,,,,,blank,1.0
55,sub004,4,58,110,,,,,,,,blank,1.0
56,sub004,4,59,112,A,2,0.43094786803703755,118.01149135397281,119.02976736298297,119.92586977803148,18,stim,1.0
57,sub004,4,60,114,,,,,,,,blank,1.0
58,sub004,4,61,116,,,,,,,,blank,1.0
59,sub004,4,62,118,B,2,0.46656856103800237,124.00913899799343,125.02798043598887,125.92573373997584,19,stim,0.0
60,sub004,4,63,120,,,,,,,,blank,0.0
61,sub004,4,64,122,,,,,,,,blank,0.0
62,sub004,4,65,124,D,1,0.5500683099962771,130.00910210702568,131.02859156799968,131.92584547796287,20,stim,1.0
63,sub004,4,66,126,,,,,,,,blank,1.0
64,sub004,4,67,128,,,,,,,,blank,1.0
65,sub004,4,68,130,C,1,0.3666778219630942,136.00918760499917,137.02836515998933,137.92589882703032,21,stim,0.0
66,sub004,4,69,132,,,,,,,,blank,0.0
67,sub004,4,70,134,,,,,,,,blank,0.0
68,sub004,4,71,136,A,2,0.46668662899173796,142.00923622399569,143.0281961839646,143.92594466498122,22,stim,1.0
69,sub004,4,72,138,,,,,,,,blank,1.0
70,sub004,4,73,140,C,2,0.4333718679845333,146.009229797055,147.02817117900122,147.92591258103494,23,stim,1.0
71,sub004,4,74,142,,,,,,,,blank,1.0
72,sub004,4,75,144,B,2,0.4499324910575524,150.0092965529766,151.02840499498416,151.92591154004913,24,stim,0.0
73,sub004,4,76,146,,,,,,,,blank,0.0
74,sub004,4,77,148,A,2,0.4499620560090989,154.00929919502232,155.02825737802777,155.92594545404427,25,stim,1.0
75,sub004,4,78,150,,,,,,,,blank,1.0
76,sub004,4,79,152,C,2,0.5999201379017904,158.00938919605687,159.02849698695354,159.92604152997956,26,stim,1.0
77,sub004,4,80,154,,,,,,,,blank,1.0
78,sub004,4,81,156,A,1,0.4667902890359983,162.00939697597641,163.02910204301588,163.92618655099068,27,stim,0.0
79,sub004,4,82,158,,,,,,,,blank,0.0
80,sub004,4,83,160,,,,,,,,blank,0.0
81,sub004,4,84,162,,,,,,,,blank,0.0
82,sub004,4,85,164,C,1,0.5666146220173687,170.0095643310342,171.02911628002767,171.92625278397463,28,stim,0.0
83,sub004,4,86,166,,,,,,,,blank,0.0
84,sub004,4,87,168,,,,,,,,blank,0.0
85,sub004,4,88,170,,,,,,,,blank,0.0
86,sub004,4,89,172,D,2,0.5332849379628897,178.00953248201404,179.02863641700242,179.92613737902138,29,stim,0.0
87,sub004,4,90,174,,,,,,,,blank,0.0
88,sub004,4,91,176,,,,,,,,blank,0.0
89,sub004,4,92,178,B,1,0.46663497400004417,184.00957350200042,185.02846231404692,185.9261694099987,30,stim,1.0
90,sub004,4,93,180,,,,,,,,blank,1.0
